Mon Apr 29 14:23:16 2024    profile_results.prof

         1707496710 function calls (1687681137 primitive calls) in 5629.913 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  1199913    2.918    0.000  141.792    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\internals\managers.py:680(<listcomp>)
  3599742    5.772    0.000  138.282    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:1121(take_nd)
  3504645   10.716    0.000  123.305    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\nanops.py:83(_f)
  3599782    3.415    0.000  123.208    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\array_algos\take.py:54(take_nd)
  3504645    2.788    0.000  120.711    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\algorithms.py:261(_get_hashtable_algo)
  3599782   10.400    0.000  119.121    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\array_algos\take.py:111(_take_nd_ndarray)
  1222128  101.902    0.000  102.296    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\_ffi\_ctypes\object.py:55(__del__)
  3504649    7.681    0.000   95.023    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\algorithms.py:300(_check_object_for_strings)
  2336430    1.397    0.000   94.854    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\generic.py:10740(mean)
  2336430    1.867    0.000   93.457    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\generic.py:10368(mean)
  2336430    3.790    0.000   91.590    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\generic.py:10324(_stat_function)
  3504657   77.375    0.000   81.400    0.000 {pandas._libs.lib.infer_dtype}
  4704566   17.395    0.000   81.009    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\internals\managers.py:977(iget)
  1168215    0.716    0.000   78.397    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\generic.py:10688(sum)
  1168215    1.031    0.000   77.681    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\generic.py:10437(sum)
  1168215    1.929    0.000   76.651    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\generic.py:10390(_min_count_stat_function)
        8   13.602    1.700   74.450    9.306 C:\Users\Nihal\Downloads\antifraud-main\antifraud-main\feature_engineering\antifraud_baseline.py:28(sparse_to_adjlist)
  4704566    6.470    0.000   64.681    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\frame.py:3860(_box_col_values)
234767395/234767377   35.934    0.000   57.640    0.000 {built-in method builtins.isinstance}
   271558    1.063    0.000   54.254    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\heterograph.py:3030(predecessors)
   407337    1.900    0.000   53.815    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\heterograph.py:2878(has_nodes)
  1199913   53.130    0.000   53.130    0.000 {pandas._libs.algos.take_2d_axis1_object_object}
4704640/4704638    8.350    0.000   51.476    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\series.py:315(__init__)
  3504645    8.215    0.000   51.203    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\nanops.py:119(f)
        8   48.902    6.113   48.902    6.113 {built-in method _pickle.dump}
  1168215    1.492    0.000   47.290    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\nanops.py:395(new_func)
  1168215    2.269    0.000   45.798    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\nanops.py:546(nansum)
 16355064   19.145    0.000   41.620    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numpy\core\_ufunc_config.py:33(seterr)
   950456    4.017    0.000   37.169    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\utils\checks.py:12(prepare_tensor)
 16450333   16.198    0.000   36.602    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\generic.py:5489(__setattr__)
  1168223    4.542    0.000   36.561    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\nanops.py:257(_get_values)
  1168215    0.695    0.000   35.634    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\generic.py:10610(std)
  4717248    1.468    0.000   35.504    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\internals\managers.py:158(blknos)
  1168215    1.148    0.000   34.940    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\generic.py:10317(std)
  1200029   18.740    0.000   34.037    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\internals\managers.py:224(_rebuild_blknos_and_blklocs)
  1168215    2.025    0.000   33.792    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\generic.py:10271(_stat_function_ddof)
6789295/6517698   19.352    0.000   32.140    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\_ffi\_ctypes\function.py:103(_make_dgl_args)
  1199913    3.583    0.000   30.940    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\indexes\range.py:434(take)
  8209463    4.658    0.000   30.843    0.000 {built-in method builtins.any}
  1765130    0.788    0.000   30.199    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\backend\__init__.py:145(from_dgl_nd)
  1765136    5.974    0.000   29.412    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\backend\pytorch\tensor.py:465(zerocopy_from_dgl_ndarray)
        3    2.701    0.900   27.535    9.178 C:\Users\Nihal\Downloads\antifraud-main\antifraud-main\feature_engineering\antifraud_baseline.py:110(count_risk_neighs)
  8177532    4.680    0.000   27.296    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numpy\core\_ufunc_config.py:430(__enter__)
   407337    0.328    0.000   26.377    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\backend\pytorch\tensor.py:222(cat)
   407343   26.058    0.000   26.058    0.000 {built-in method torch.cat}
 10609289   24.020    0.000   24.020    0.000 {method 'reduce' of 'numpy.ufunc' objects}
  8177532    4.918    0.000   23.922    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numpy\core\_ufunc_config.py:435(__exit__)
  9441006    3.072    0.000   23.581    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numpy\core\_methods.py:55(_any)
  4672860    3.008    0.000   23.360    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\generic.py:1935(empty)
   407337    1.145    0.000   23.231    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\heterograph_index.py:444(has_nodes)
  3504653    7.358    0.000   22.904    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\algorithms.py:103(_ensure_data)
  3504649    5.313    0.000   22.479    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\algorithms.py:183(_reconstruct_data)
   135779    0.651    0.000   22.253    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\heterograph.py:3089(successors)
72452049/53723654   11.114    0.000   21.998    0.000 {built-in method builtins.len}
  1231607    3.340    0.000   21.951    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\indexes\base.py:950(take)
  5936308   14.139    0.000   20.939    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\generic.py:5435(__finalize__)
  7041135    7.929    0.000   20.819    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1264(is_bool_dtype)
  4705079    6.196    0.000   20.623    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:1858(maybe_coerce_values)
  9410239    3.991    0.000   19.612    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\construction.py:369(extract_array)
  3504645    7.506    0.000   19.516    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\nanops.py:178(_has_infs)
  1199913   11.483    0.000   19.266    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\indexers.py:249(maybe_convert_indices)
  5936359    2.826    0.000   18.351    0.000 {method 'any' of 'numpy.ndarray' objects}
   135779    0.706    0.000   17.768    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\subgraph.py:1182(_create_hetero_subgraph)
 14018580    5.369    0.000   17.597    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\generic.py:1983(<genexpr>)
  1222020    0.973    0.000   16.711    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\heterograph.py:2833(idtype)
  1168223    1.373    0.000   16.517    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\nanops.py:213(_maybe_get_mask)
1232206/1232188   15.033    0.000   16.464    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
  1168215    1.238    0.000   16.299    0.000 <__array_function__ internals>:177(where)
 16355064   14.177    0.000   15.682    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numpy\core\_ufunc_config.py:132(geterr)
  6000233   15.495    0.000   15.495    0.000 {built-in method numpy.empty}
  1222020    1.022    0.000   15.232    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\heterograph_index.py:178(dtype)
  1231607    1.386    0.000   15.026    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\algorithms.py:1427(take)
  8177757    5.281    0.000   14.744    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:160(is_object_dtype)
 47021684   10.891    0.000   14.590    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\dtypes\generic.py:43(_check)
   135779   13.953    0.000   13.953    0.000 {built-in method torch.isin}
  3599782    7.713    0.000   13.723    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\array_algos\take.py:517(_take_preprocess_indexer_and_fill_value)
   814683    0.357    0.000   13.356    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\backend\__init__.py:141(to_dgl_nd)
  4704662    4.466    0.000   13.216    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\series.py:627(name)
  5904679   10.009    0.000   13.127    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\generic.py:233(__init__)
   814689    1.316    0.000   13.043    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\backend\pytorch\tensor.py:432(zerocopy_to_dgl_ndarray)
  1168231   12.953    0.000   12.953    0.000 {pandas._libs.algos.take_2d_axis0_float64_float64}
  4704568    3.444    0.000   12.650    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\indexes\base.py:3317(get_loc)
   135779    0.335    0.000   12.495    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\heterograph_index.py:1194(induced_edges)
  1231663   12.247    0.000   12.247    0.000 {method 'take' of 'numpy.ndarray' objects}
  1199913   11.990    0.000   11.990    0.000 {pandas._libs.algos.take_2d_axis1_int64_int64}
 13012255    6.523    0.000   11.951    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1578(_is_dtype_type)
  3504647    3.578    0.000   11.634    0.000 {method 'any' of 'numpy.generic' objects}
  1168226    3.452    0.000   11.428    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\indexes\base.py:4728(equals)
  3504645    2.465    0.000   11.374    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\nanops.py:162(_bn_ok_dtype)
   167480    0.355    0.000   10.754    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\tqdm\std.py:1157(__iter__)
   135779    0.397    0.000   10.705    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\heterograph_index.py:1205(<listcomp>)
 44252741   10.104    0.000   10.104    0.000 {method 'add' of 'set' objects}
   135779    0.136    0.000   10.081    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\torch\functional.py:995(_return_inverse)
  7009431    6.654    0.000    9.968    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numpy\core\_dtype.py:344(_name_get)
  3599994    3.738    0.000    9.913    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\internals\base.py:41(shape)
    18415    0.248    0.000    9.790    0.001 C:\Users\Nihal\anaconda3\lib\site-packages\tqdm\std.py:1195(update)
 11747796    5.775    0.000    9.629    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1420(is_extension_array_dtype)
  1200343    0.471    0.000    9.604    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\dtypes\missing.py:61(isna)
   950468    0.911    0.000    9.473    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\heterograph.py:5631(device)
    18422    0.107    0.000    9.387    0.001 C:\Users\Nihal\anaconda3\lib\site-packages\tqdm\std.py:1322(refresh)
  1200343    1.353    0.000    9.133    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\dtypes\missing.py:144(_isna)
  5295408    6.479    0.000    9.119    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\_ffi\ndarray.py:206(shape)
    18429    0.084    0.000    9.036    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\tqdm\std.py:1461(display)
  4704663    2.609    0.000    8.750    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1718(validate_all_hashable)
 11745567    7.488    0.000    8.620    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\indexes\base.py:4537(__contains__)
 11682150    4.071    0.000    8.507    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\nanops.py:86(<genexpr>)
   814689    0.463    0.000    8.348    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\_ffi\ndarray.py:184(from_dlpack)
 11713962    6.203    0.000    8.338    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\generic.py:556(_get_axis)
   678904    0.529    0.000    8.211    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\heterograph.py:1389(get_etype_id)
   271558    0.461    0.000    8.093    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\heterograph_index.py:486(predecessors)
  6426500    5.134    0.000    7.920    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\indexes\base.py:4587(__getitem__)
   814689    4.888    0.000    7.885    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\_ffi\_ctypes\ndarray.py:28(_from_dlpack)
    31700    0.043    0.000    7.840    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\util\_decorators.py:302(wrapper)
  8209322    3.037    0.000    7.740    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\series.py:674(_values)
   407343    0.617    0.000    7.509    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\heterograph_index.py:93(number_of_etypes)
  4704566    2.411    0.000    7.233    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\series.py:1194(_set_as_cached)
   135779    0.524    0.000    7.226    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\utils\internal.py:842(extract_node_subframes)
  4704668    4.184    0.000    7.187    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\series.py:577(name)
  1200039    1.647    0.000    7.168    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\frame.py:573(__init__)
   271600    0.702    0.000    7.150    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\container.py:21(__getitem__)
   950468    0.604    0.000    7.131    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\heterograph_index.py:189(ctx)
  4951742    1.141    0.000    7.115    0.000 C:\Users\Nihal\anaconda3\lib\abc.py:117(__instancecheck__)
    31694    0.187    0.000    6.758    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\frame.py:6216(sort_values)
   678901    1.134    0.000    6.695    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\backend\pytorch\tensor.py:38(tensor)
  1200339    3.551    0.000    6.651    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\dtypes\missing.py:221(_isna_array)
  4704568    3.012    0.000    6.563    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\indexes\base.py:5695(_maybe_cast_indexer)
  3599795    2.863    0.000    6.441    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:574(is_dtype_equal)
    18429    0.058    0.000    6.290    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\tqdm\std.py:345(print_status)
 10799982    1.931    0.000    6.176    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\internals\base.py:43(<genexpr>)
4704991/4704972    2.076    0.000    6.143    0.000 {built-in method builtins.all}
  4951742    3.542    0.000    5.974    0.000 {built-in method _abc._abc_instancecheck}
   135779    0.123    0.000    5.842    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\subgraph.py:157(<dictcomp>)
 15441068    3.848    0.000    5.840    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1543(get_dtype)
  5974339    5.815    0.000    5.815    0.000 C:\Users\Nihal\anaconda3\lib\ctypes\__init__.py:509(cast)
   271558    0.581    0.000    5.811    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\frame.py:922(subframe)
  1765136    0.910    0.000    5.790    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\torch\utils\dlpack.py:49(from_dlpack)
   135779    0.350    0.000    5.719    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\subgraph.py:149(_process_nodes)
  2336430    5.628    0.000    5.628    0.000 {built-in method bottleneck.reduce.nanmean}
  1168215    1.418    0.000    5.628    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\common.py:100(is_bool_indexer)
   135785    0.263    0.000    5.575    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\heterograph.py:57(__init__)
    18429    0.066    0.000    5.575    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\tqdm\std.py:339(fp_write)
61225571/61225565    5.525    0.000    5.525    0.000 {built-in method builtins.getattr}
    36872    0.032    0.000    5.509    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\tqdm\utils.py:125(inner)
    18443    5.449    0.000    5.449    0.000 {method 'write' of '_io.TextIOWrapper' objects}
   407337    0.602    0.000    5.330    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\backend\pytorch\tensor.py:185(min)
   135785    1.019    0.000    5.261    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\heterograph.py:126(_init)
  2579825    2.050    0.000    5.218    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\_ffi\_ctypes\ndarray.py:113(_make_array)
 12977436    3.594    0.000    5.060    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\dtypes\inference.py:321(is_hashable)
  1168215    5.055    0.000    5.055    0.000 {built-in method bottleneck.reduce.nanstd}
  1168235    0.779    0.000    5.051    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\generic.py:5558(_consolidate_inplace)
 16577466    3.593    0.000    4.936    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\indexes\base.py:794(__len__)
  1222128    3.271    0.000    4.742    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\_ffi\_ctypes\object.py:28(_return_object)
   407337    4.728    0.000    4.728    0.000 {built-in method torch.min}
  8209322    3.049    0.000    4.703    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1674(internal_values)
  1168223    0.779    0.000    4.674    0.000 {method 'sum' of 'numpy.ndarray' objects}
  1765136    4.161    0.000    4.597    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\_ffi\_ctypes\ndarray.py:89(to_dlpack)
 16355064    4.583    0.000    4.583    0.000 {built-in method numpy.seterrobj}
        4    0.000    0.000    4.555    1.139 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\generic.py:3297(to_csv)
        4    0.000    0.000    4.555    1.139 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\io\formats\format.py:1056(to_csv)
        4    0.000    0.000    4.553    1.138 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\io\formats\csvs.py:232(save)
        4    0.000    0.000    4.549    1.137 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\io\formats\csvs.py:259(_save)
        4    0.040    0.010    4.549    1.137 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\io\formats\csvs.py:292(_save_body)
   678901    4.528    0.000    4.528    0.000 {built-in method torch.as_tensor}
      108    0.002    0.000    4.508    0.042 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\io\formats\csvs.py:302(_save_chunk)
  8177505    2.932    0.000    4.436    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\nanops.py:79(check)
  7136444    3.428    0.000    4.377    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1141(needs_i8_conversion)
  1765136    4.323    0.000    4.323    0.000 {built-in method torch._C._from_dlpack}
  1765136    0.906    0.000    4.318    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\_ffi\_ctypes\function.py:270(<lambda>)
   407343    0.300    0.000    4.318    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\heterograph_index.py:74(metagraph)
  1168235    1.342    0.000    4.272    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\generic.py:5544(_protect_consolidate)
  2401875    1.619    0.000    4.253    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:673(is_integer_dtype)
  4736256    1.998    0.000    4.173    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\dtypes\inference.py:184(is_array_like)
  3504649    1.057    0.000    4.156    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\algorithms.py:227(_ensure_arraylike)
        2    4.096    2.048    4.096    2.048 {built-in method _pickle.load}
  9409326    2.240    0.000    4.065    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1737(<genexpr>)
   135779    0.387    0.000    4.062    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\heterograph_index.py:507(successors)
 11131068    2.890    0.000    4.053    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\common.py:155(cast_scalar_indexer)
  4704638    3.181    0.000    3.945    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1539(__init__)
  1168223    0.392    0.000    3.895    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\numpy\core\_methods.py:47(_sum)
   135779    0.407    0.000    3.869    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\subgraph.py:160(<listcomp>)
  2579825    3.525    0.000    3.819    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\_ffi\_ctypes\ndarray.py:81(__del__)
 32710128    3.714    0.000    3.714    0.000 {built-in method numpy.geterrobj}
  4704630    3.158    0.000    3.660    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\series.py:528(_set_axis)
  2432471    1.357    0.000    3.571    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1230(is_float_dtype)
271615/135806    0.516    0.000    3.506    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\dgl\_ffi\object_generic.py:27(convert_to_object)
 17745341    3.500    0.000    3.500    0.000 C:\Users\Nihal\anaconda3\lib\site-packages\pandas\core\generic.py:542(_get_axis_number)
   678895    3.433    0.000    3.433    0.000 {method 'sum' of 'torch._C.TensorBase' objects}
  3505235    3.353    0.000    3.353    0.000 {method 'astype' of 'numpy.ndarray' objects}
